emp_no,first_name,last_name,gender,salary,to_date,dept_no
57612,Raimond,Rousseau,M,96828,1989-06-21,d002
57616,Akeno,Bergere,F,52975,1998-05-01,d008
57618,Subhada,Schneeberger,M,54734,1996-09-29,d005
57620,Along,Kragelund,F,40000,1987-04-18,d006
57622,Jianhua,Koshino,M,56339,1992-11-15,d004
57628,Shigehiro,Gornas,M,40000,1991-03-14,d001
57629,Gretta,Vendrig,F,56198,1990-01-15,d007
57649,Gino,Kropp,F,53306,1998-11-11,d005
57651,Ohad,Oxman,M,44547,1993-12-05,d003
57658,Maja,Bahk,M,53071,1988-09-13,d003
57664,Gladys,England,M,54591,1986-09-18,d005
57665,Eldridge,Whittlesey,M,58340,1990-05-13,d009
57670,Poornachandra,Perz,F,51269,1998-03-21,d005
57672,Stevo,Peltason,M,46270,1998-12-30,d004
57676,Alper,Noriega,M,58073,1989-06-27,d009
57680,Tse,Herath,M,68044,1997-03-22,d004
57688,Mariangiola,Hofting,M,71793,1994-01-22,d007
57689,Shuzo,Rosch,M,40000,1987-06-28,d003
57695,Zhiguo,Kusakari,M,40000,1999-10-06,d001
57696,Arne,Monarch,M,75011,1999-04-22,d004
57699,Yakichi,Talmor,F,40429,1990-07-25,d005
57706,Kolar,Quaggetto,F,48784,1990-07-14,d001
57708,Nahla,Pardalos,F,40000,1991-07-29,d004
57711,Bezalel,Farrow,M,40000,1990-10-25,d008
57713,Theron,Bolotov,M,40000,1990-03-23,d005
57715,Shaibal,Chinen,M,40000,1998-07-13,d003
57716,Kristinn,Schmiedel,F,48622,1986-12-12,d005
57720,Subhankar,Hasham,M,40000,1987-10-10,d006
57721,Aral,Weedman,F,73443,1992-07-31,d001
57722,Florina,Candan,F,75795,1999-02-15,d007
57724,Mark,Cools,F,46377,1996-02-18,d007
57727,Yannis,Vesel,M,40000,1997-09-10,d006
56519,Magdalena,Taubenfeld,F,52142,1989-08-24,d005
57733,Ramalingam,Cooke,M,47026,2000-10-29,d001
57740,Georgi,Osgood,M,67944,1988-03-30,d005
56524,Brewster,Salverda,F,67107,1998-12-03,d004
57741,Dinah,Bouloucos,F,45858,1997-11-18,d004
57744,Kiyotoshi,Pesch,M,57741,1996-02-15,d004
57747,Fun,Lubachevsky,M,60629,1995-11-26,d005
56525,Xuedong,Millington,M,48528,1999-10-19,d004
57749,Luisa,Conte,M,40000,1988-12-04,d008
57751,Dulce,Maksimenko,M,42782,1986-06-05,d005
56528,Uinam,Heijenga,M,62383,1986-07-20,d004
57755,Breannda,Munoz,F,67954,1996-08-29,d007
57756,Kwok,Ghalwash,F,40000,1989-07-27,d003
56529,Xinglin,Baaz,M,74624,1997-02-09,d007
56531,Quingbo,Renear,M,43954,1986-05-06,d004
56534,Chuanyi,Swen,F,40000,1991-05-01,d008
57768,Izaskun,Talmor,M,48811,1986-09-14,d007
57769,Youpyo,Vickson,M,40949,1988-02-19,d009
56539,Arup,Engelmann,F,40000,1990-10-12,d005
57780,Martial,Androutsos,F,57530,1989-06-07,d009
56542,Radhakrishnan,Einsfeld,M,74127,1996-03-16,d008
56543,Chrisa,Hanabata,F,44424,1988-10-09,d005
57795,Magy,Tetzlaff,M,40000,1988-04-23,d008
56547,Mori,Stentiford,F,40000,1995-11-26,d005
56551,Rimon,Gini,M,64873,1993-12-19,d009
57815,JiYoung,Munawer,M,84520,1990-01-14,d002
56558,Satyanarayana,Ghazalie,F,40000,1989-08-01,d003
57821,Alejandra,Bolotov,M,95710,1987-10-25,d007
57822,Sachem,Camurati,F,70389,1997-08-03,d007
57827,Abdelkader,Vasanthakumar,M,40000,1996-11-04,d003
56559,Carrsten,Mondadori,M,42196,1999-05-29,d006
57829,Taisook,Tokunaga,M,71686,2000-07-06,d002
57834,Hideyuki,Demeyer,M,40000,1988-07-08,d005
56562,Fuqing,Hennings,M,63907,1993-01-17,d002
57837,Aria,Murtafg,M,40000,1997-02-08,d005
57840,Panayotis,Jullig,F,52565,1994-12-25,d007
56563,Elliott,Billingsley,M,61965,1999-12-27,d005
57841,Jordanka,Baek,F,65644,2000-09-22,d003
56565,Odinaldo,Hiltgen,M,51502,1988-06-01,d004
57847,Moon,Kornatzky,M,58112,1986-09-07,d008
57850,Ayakannu,Kawashima,M,58668,1999-01-05,d001
57852,Sivanarayana,Sadowsky,F,50147,1994-06-10,d002
56567,Prasadram,Cmelik,F,66112,1996-01-27,d002
57856,Arunachalam,Bahi,F,40000,1994-04-10,d009
56575,Berry,Simkin,F,57045,1995-08-03,d004
57861,Akhilish,Munoz,M,40000,1990-04-25,d008
57862,Reuven,Nyanchama,F,40000,1991-07-08,d003
57865,Kazuhiro,Demian,F,40000,1988-11-25,d005
56578,Tristan,Sadowsky,M,57447,1998-12-19,d004
57869,Martine,Perl,F,51324,1989-11-26,d005
57870,Yurii,Georgatos,F,40000,1999-02-17,d005
56581,Zhenbing,Cappello,F,84306,1986-05-16,d007
57877,Brigham,Delgrande,M,74055,1991-09-22,d005
57880,Mandell,Brodie,F,55556,2000-11-29,d007
57882,Marsal,Bressoud,M,62113,1989-12-28,d001
57883,Uma,Danlos,M,40000,1988-10-26,d006
57891,Oscar,Schapiro,M,50658,1997-07-12,d004
57893,Khalid,Tasistro,M,40000,1988-08-01,d005
57898,Atilio,Pearson,M,45633,1987-05-17,d005
57901,Koichi,VanScheik,F,40000,1998-12-07,d005
57903,Chriss,Munck,M,71904,1993-02-15,d001
57908,Holgard,Monarch,M,42397,1996-04-28,d007
57910,Krassimir,Bale,M,42942,1990-06-05,d005
57915,Aral,Kermarrec,F,40000,1992-10-04,d003
57918,Adib,Caine,M,70090,2000-12-28,d004
57919,Eckart,Fiutem,F,74442,1989-07-12,d003
57924,Zhensheng,Matzat,M,48560,1993-06-28,d006
57929,Gro,Debuse,F,55208,1986-11-13,d004
57930,Hideyuki,Veeraraghavan,M,89525,1991-12-28,d007
57933,Yishay,Aamodt,F,73279,1996-11-27,d007
57942,Licheng,Lindenbaum,M,70231,1992-12-23,d004
57945,Tsvetan,Merlo,M,56883,1993-05-08,d005
57949,Oldrich,Pezzoli,M,70731,2000-01-20,d007
57950,Hidde,Bergere,F,47968,1996-07-31,d004
57958,Akhilish,Setiz,M,50479,1991-09-22,d004
57959,Tooru,Cyre,F,40000,1987-09-28,d009
57965,Manton,Bolsens,F,73328,1994-07-08,d007
57968,Froduald,Perng,M,46898,1993-08-22,d005
57971,Ziya,Eiron,F,63531,1993-05-23,d005
57972,Gian,Malinowski,M,57175,1990-02-06,d007
57979,Jahangir,Noriega,F,63776,1993-01-07,d005
57980,Shay,Matheson,M,47878,1986-04-29,d005
57983,Ranga,Iisaku,F,40000,1987-02-10,d001
57985,Mokhtar,Bamford,F,40000,1993-08-30,d004
56583,Mayuko,McClurg,M,43787,1991-10-21,d005
57986,George,Bodoff,M,73417,1992-08-11,d004
57988,Sahrah,Isaak,F,40000,1990-08-08,d008
57990,Haldun,Buescher,M,40000,1991-08-01,d004
56588,Denny,Karcich,M,40000,1998-12-14,d008
57996,Zhonghua,Xiaoshan,M,100072,1997-08-20,d007
56589,Martial,Goldhammer,F,84552,1990-04-26,d007
58006,Ipke,Binding,F,84267,1995-11-10,d007
56593,Herb,Muntz,M,40000,1994-12-09,d004
58007,Nitsan,Zlotek,M,54854,1994-01-03,d004
58009,Herbert,England,M,45261,2000-06-18,d004
58010,Gennady,Broder,M,53515,1995-10-20,d007
58012,Tadahiro,DasSarma,F,54461,1997-05-24,d005
56597,Tzvetan,Huhdanpaa,F,40000,1998-03-23,d003
58018,Sarita,Schieder,F,41951,1998-12-19,d004
56601,Feixiong,Mattern,F,40000,1986-06-15,d006
58022,Franziska,Marsiglia,F,40000,1995-01-12,d008
58024,Naftaly,Berztiss,M,40000,1994-08-08,d005
58026,Marko,Klerer,M,40000,1994-12-30,d003
56602,Mack,Ananiadou,F,66931,1998-09-13,d007
58027,Yakkov,Luef,F,50572,1994-01-18,d005
56605,Arun,Gist,F,43441,1991-03-16,d005
58035,Jenwei,Speckmann,M,57073,1987-02-05,d005
56608,Denny,Trachtenberg,M,57092,1986-07-16,d007
58044,Deniz,Khalil,M,49317,1992-02-26,d008
58045,Sajjad,Ellozy,M,60746,2000-09-22,d001
56611,Lalit,Zhang,F,48472,1988-06-06,d005
58050,Demin,Saoudi,F,51309,2000-12-24,d007
58052,Kankanahalli,Melski,M,40000,1992-08-26,d004
58053,Zissis,Karunanithi,F,72883,1989-12-06,d007
56620,Fumiyo,Solares,F,55096,1993-11-27,d005
58054,Christophe,Radwan,M,58214,1991-12-01,d005
58055,Radoslaw,Plotkin,M,53638,1995-05-21,d004
58059,Behnaam,Zwicker,M,41917,1987-06-20,d004
58062,Qingxiang,Chartres,M,48860,1998-10-08,d004
58063,Dannz,Masand,F,74511,1994-12-24,d001
58102,Aiichiro,Erni,M,40000,2000-09-15,d004
58067,Noritoshi,Walstra,F,40000,1996-08-16,d005
58073,Jianwen,Vecchio,F,44957,1994-12-26,d008
58077,Tse,Weedon,F,57410,1992-04-26,d002
58080,Hideyuki,Birta,F,78715,1988-08-27,d007
58082,Mohammad,Talmor,M,77359,1992-01-04,d006
58087,Narain,Szilard,F,59678,1993-07-22,d002
58094,Danil,Katiyar,M,40000,1999-05-23,d005
58105,Adit,Luck,M,48325,1992-11-12,d005
58096,Rosine,Usdin,M,108753,1999-11-24,d007
58099,Yunming,Fortenbacher,F,61351,1997-06-17,d002
58107,Shichao,Schapiro,F,43632,1994-01-08,d005
58109,Terresa,Ramsak,M,40992,1997-12-11,d006
58111,Naftaly,Trystram,F,40000,1996-02-26,d008
58115,Manu,Peir,M,44295,1988-07-27,d005
58118,Hidekazu,Butner,F,40000,1996-03-31,d003
58119,Mads,Glinert,M,42663,1991-03-27,d008
58123,Zhaofang,Isard,F,75236,1989-11-08,d001
58125,Xiaoshan,Cesareni,M,51416,1987-01-19,d005
58127,Arno,Pietracaprina,F,43704,2000-07-26,d005
58292,Patricio,Codenie,F,40000,1998-06-25,d009
58129,Chuanyi,Schnabel,F,44924,1988-10-23,d007
58300,Frazer,Picco,M,40000,2000-04-26,d005
58301,Gift,Lindqvist,F,54563,1988-07-05,d003
58132,Zdislav,Kawashimo,M,90688,1994-10-29,d007
58304,Mabo,Grospietsch,F,46777,1993-03-25,d005
58308,Valter,Maliniak,M,56111,1997-04-16,d006
58136,Lidong,Tsunoo,M,40000,1992-07-17,d005
58312,Fumiya,Terwilliger,M,40000,1991-03-27,d003
58317,Eric,Kenevan,F,43595,1994-03-01,d005
58318,Supot,Chinal,F,41367,1992-12-12,d008
58139,Otmar,Kakkar,M,40000,1993-10-20,d004
58320,Satosi,Madeira,F,40000,1996-07-05,d009
58321,Djelloul,Hopewell,M,40000,1995-03-10,d003
58325,Kokou,Riexinger,M,41626,1989-11-27,d005
58145,Kristinn,Bazelow,F,40000,1996-03-24,d004
58327,Zhiwei,Tischendorf,M,40000,2000-12-26,d009
58332,Dines,Bierbaum,F,51617,1990-06-29,d005
58334,Wojceich,Heydon,M,74172,1996-09-29,d007
58151,Masanao,Smeets,M,40470,1987-04-06,d005
58335,Chenye,Brodie,F,41779,1986-04-03,d008
58336,Lucian,Jeong,F,40000,1998-10-30,d005
58342,Serenella,Muniz,M,58797,1998-04-27,d009
58343,Moto,Vidal,F,65602,1990-02-21,d007
58346,Ibibia,Lambe,F,63599,1988-07-05,d001
58161,Akhilish,Karner,M,40000,1988-06-26,d009
58349,Morris,Ouhyoung,M,50378,1999-01-18,d008
58352,Soenke,Hatcliff,M,40000,1988-07-27,d004
58353,Shen,Brizzi,F,67199,2000-05-02,d007
58357,Djenana,Vecchi,M,46870,1999-10-02,d004
58168,Aksel,Servieres,M,45769,1999-03-26,d005
58362,Raimond,Randi,M,91744,1998-08-24,d007
58363,Jaideep,Caine,F,60654,1987-09-11,d008
58366,Akeel,Schnabel,M,66579,1988-11-02,d006
58369,Jiann,Schiper,F,54695,1991-02-02,d003
58371,Vugranam,Msuda,M,57921,1992-08-20,d007
58372,Jingling,Kawashima,F,40000,1993-04-03,d005
58376,Marsja,Diderrich,M,79096,2000-08-13,d007
58377,Goo,Panienski,M,43983,1988-03-22,d009
58378,Bilhanan,Gruenwald,M,52285,1999-08-12,d004
58381,JoAnna,Gustavson,M,48775,1991-01-10,d004
58387,Shaz,Thebaut,M,46577,1988-12-19,d004
58388,Aemilian,Parveen,F,40000,1987-12-25,d006
58391,Ayonca,Gyimothy,M,40000,1998-09-17,d009
58392,Youpyo,VanScheik,M,53385,1997-09-29,d005
58395,Hisao,Apsitis,F,41743,1996-02-10,d006
58396,Kenton,Billawala,M,70975,1992-09-18,d007
58401,Jiang,Garrabrants,M,76303,1997-11-01,d007
58409,Mara,Fordan,F,40000,1993-06-13,d005
58410,Samphel,Bennis,M,56996,1987-06-13,d008
58412,Mabry,Sidje,M,50710,1999-07-04,d002
58414,Shih,Schrift,F,44078,1989-09-01,d008
58417,Garnet,Bouloucos,M,40000,1990-05-10,d008
58423,Wuxu,Badr,F,55807,1998-06-03,d008
58425,Foong,Calkin,F,44777,1992-09-03,d005
58426,Seongbae,Cools,M,54561,1998-12-23,d001
58427,Guozhong,Frezza,F,57577,1994-03-24,d007
58434,Aluzio,Melton,M,78661,1999-05-02,d005
58437,Maya,Rusterholz,M,57159,1992-10-18,d007
58443,Stein,Heping,M,48618,1992-05-30,d007
58446,Xiaoqiang,Reghbati,M,77912,1997-03-07,d001
58455,Miomir,Vidya,F,40000,1990-11-28,d004
58457,Yuping,Delaune,M,64272,1986-04-29,d004
58458,Turgut,Koshiba,F,47278,1987-10-23,d007
58460,Mart,Wixon,F,64850,1993-06-07,d007
58462,Ronnie,Paciorek,F,52453,1988-02-09,d007
58464,Mara,Maliniak,F,59645,1992-08-19,d004
58468,Lucian,Limongiello,F,65988,1992-06-24,d001
58177,Vidar,Basagni,F,40000,1988-08-12,d009
58475,Angel,Chaudhury,F,40000,1997-07-11,d004
58181,Gunilla,Irland,F,51896,1997-05-08,d005
58483,Zine,Plotkin,M,40000,1998-02-05,d005
58485,Genki,Raney,F,75455,1994-03-06,d007
58182,Gennady,Kroft,F,41694,1989-09-04,d005
58490,Toshiko,Navazio,F,79894,1991-07-27,d007
58184,Yonghong,Mandelberg,F,53376,1998-03-31,d008
58499,Marjo,Pileggi,M,41821,1987-07-01,d005
58187,Muneo,Rosiles,F,40000,2000-10-14,d005
58500,Gad,Gargeya,M,47158,1998-09-02,d005
58503,Vitali,Limongiello,M,75581,1997-02-06,d005
58197,Sahrah,Suri,M,51526,1988-06-25,d004
58508,Vasilis,Ravishankar,M,56204,1997-03-07,d005
58509,Anneli,Laurillard,M,72792,1988-11-08,d007
58511,Udaiprakash,Setlzner,F,40000,1997-12-28,d005
58515,Radhia,Hertweck,M,40000,1987-08-31,d002
58516,Xianlong,Knightly,F,70580,1991-11-13,d007
58199,Yechiam,Karnin,F,52140,1996-12-01,d007
58517,Zita,Stentiford,F,76371,1996-11-21,d007
58518,Along,Perfilyeva,F,65858,1986-10-31,d005
58523,Prasadram,Bazelow,F,40000,1991-04-13,d004
58200,Berni,Ozeki,M,62644,1995-04-12,d005
58524,Jaideep,Sidhu,F,40000,1987-01-20,d005
58527,Feixiong,Daescu,F,40000,2000-10-11,d004
58201,Willard,Bashian,F,68157,1986-08-30,d005
58534,Beshir,Jayawardene,M,85087,2000-03-06,d007
58206,Shaibal,Lorie,M,40000,1990-11-30,d005
58535,Susanna,Gruenwald,F,49912,1991-09-10,d004
58536,Tetsurou,Ullian,M,41982,1988-05-25,d004
58541,Anneli,Pouyioutas,M,48986,1998-02-08,d001
58543,Gully,Beausoleil,F,41223,1987-09-12,d004
58213,Toshimitsu,Wolniewicz,F,40000,1996-04-17,d004
58220,Uta,Vandervoorde,M,42859,1998-03-09,d005
58559,Moti,Lamparter,M,42723,1996-03-08,d004
58567,Eric,Scallan,M,84035,1986-04-28,d007
58226,Ayonca,Gill,F,95796,1998-01-20,d007
58569,Moriyoshi,Emiris,M,59678,1990-10-01,d007
58570,Suebskul,Blokdijk,M,65513,1991-07-04,d002
58575,Pasqua,Pfau,F,40900,1996-04-17,d005
58227,Armond,Bierbaum,M,40000,1998-04-18,d005
58576,Xianlong,Fraisse,M,52093,1989-01-20,d004
58580,Zhiguo,Lienhardt,M,40000,1987-09-22,d004
58231,Marjo,Pauthner,M,92035,1986-11-25,d007
58586,Guozhong,Zockler,F,40000,1999-10-09,d009
58587,Zijian,Detkin,M,40000,1997-02-04,d004
58238,Bartek,Farris,M,75561,1988-01-19,d002
58590,Jayson,Roisin,F,60702,1989-05-20,d007
58593,Hatsukazu,Petersohn,M,40000,1986-05-19,d004
58594,Arne,Schusler,M,48752,1994-11-02,d004
58253,Sachio,Chartres,M,63112,1993-05-06,d004
58602,Gen,Bahl,M,57899,1995-07-30,d005
58606,Jiakeng,Zaumen,M,40000,1990-09-24,d004
58608,Jenwei,Khalid,M,78442,1988-10-24,d001
58609,Behnaam,Mawatari,F,40000,1999-07-28,d003
58254,Premal,Ranft,F,40000,1995-01-20,d004
58620,Toshimori,Rosenbaum,M,97587,1987-09-15,d007
58260,Kiyomitsu,Noriega,F,40000,1999-05-05,d005
58626,Moss,Reghbati,M,58325,2000-02-10,d003
58265,Guozhong,Wilharm,M,69968,1993-10-30,d007
58632,Kwangjo,Penn,M,66051,1998-08-09,d005
58635,Giordano,Rabejac,F,40000,1989-02-27,d004
58636,Sandeepan,Chinal,M,66319,1990-04-16,d003
58637,Mohamadou,Peck,F,67584,1989-11-15,d004
58270,Jeanna,Ginneken,M,55147,1996-09-08,d005
58640,Noritoshi,Karcich,M,47171,1989-07-27,d004
58644,Atilio,Ermel,M,80018,2000-11-19,d007
58646,Froduald,Goodrum,F,43341,1989-06-29,d006
58280,Manohar,Peris,M,78088,1989-10-28,d005
58653,Gretta,Hedayat,F,77437,1991-12-23,d002
58841,Toshiko,Heuter,M,60096,1994-03-12,d005
58657,Pasqua,Kaltofen,M,40000,1987-12-04,d004
58847,Jeanne,Mikschl,F,40000,1993-10-22,d009
58659,Claude,Rosin,F,57721,1992-08-03,d001
58663,Owen,Coorg,M,40000,1990-04-11,d003
58665,Mabhin,Marquardt,M,58861,1987-06-27,d007
58666,Guangming,Schmezko,M,58434,1990-08-14,d007
58848,Cathie,Cichocki,F,47243,1994-08-05,d006
58670,Parto,Maccarone,F,46567,1991-02-12,d004
58672,Hatsukazu,Pavlopoulou,M,47419,1999-09-24,d009
58849,Takanari,Herath,M,41936,1992-03-24,d009
58677,Bowen,Madeira,M,41371,1997-05-02,d005
58678,Vivian,Zwicker,M,56911,1986-11-15,d005
58682,Siamak,Flasterstein,M,43859,1994-07-03,d001
58684,Frederique,Denny,F,49925,1997-05-28,d005
58685,Yuping,Puppe,F,83000,1990-01-27,d001
58689,Zengping,Ushiama,F,50527,1990-02-02,d003
58691,Narain,England,F,53830,1988-03-25,d002
58694,Kasidit,Kragelund,M,55884,1989-08-06,d007
58696,Zsolt,Ruemmler,M,55110,1986-10-03,d001
58709,Mang,Szmurlo,M,80234,1997-05-21,d007
58710,Jessie,Lindenbaum,M,40000,1990-08-13,d003
58719,Eishiro,Levergood,F,76609,1991-03-15,d004
58727,Junichi,Rullman,F,54576,1986-06-15,d005
58728,Boguslaw,Parfitt,M,40384,1987-06-29,d005
58735,Krassimir,Mayerwieser,M,45997,2000-06-01,d005
58736,Cheong,Denny,M,65798,1996-10-25,d005
58743,Hitofumi,Stentiford,F,40000,1995-03-18,d004
58749,Sachem,Junet,F,40000,2000-09-23,d005
58755,Indrajit,Zedlitz,F,44948,1990-08-25,d009
58757,Aria,Dechter,F,52796,1996-05-08,d007
58767,Rildo,Barreiro,F,40000,1992-03-20,d009
58773,Geoffry,Yavatkar,M,40000,1987-11-14,d006
58779,Junichi,Eppinger,F,51570,1999-07-02,d005
58780,Adin,Katzenelson,F,40000,1991-11-29,d009
58781,Matt,Gischer,M,40000,2000-09-24,d004
58787,Kristina,Erie,M,40000,1999-06-10,d005
58788,Shmuel,Anger,M,41022,1987-01-27,d005
58789,Hercules,Cochrane,F,54288,1989-04-25,d005
58790,Peternela,Zockler,F,58553,1988-11-25,d007
58795,Magdalena,Tsukuda,F,45753,1999-12-29,d001
58797,Xiaoheng,Breugel,M,64060,1987-10-03,d007
58806,Shakhar,Naumovich,M,80183,1991-10-02,d007
58807,Murthy,Koshino,M,40000,1988-08-04,d007
58812,Fumiyo,Keohane,M,57480,1996-09-25,d005
58814,Gurbir,Loncour,M,40000,1991-01-12,d009
58817,Xiaobin,Slutz,M,57425,1998-06-05,d005
58818,Tsvetan,Sidje,F,55185,1992-03-02,d003
58855,Lidong,Assaf,F,51947,1999-08-30,d008
58823,Feiyu,Pleszkun,M,69618,1993-09-02,d007
58824,Claudi,Baalen,M,40000,1992-05-11,d004
58825,JoAnna,Swist,F,83888,1986-07-01,d007
58826,Emdad,Peral,F,40000,1989-05-19,d004
58830,Uzi,Cunliffe,F,40836,1987-02-27,d004
58859,Holgard,Thombley,F,40000,1990-06-13,d009
58832,Dinah,Szilard,M,45710,1993-02-25,d008
58835,Van,Vigier,M,40000,1987-12-11,d004
58836,Constantino,Rahimi,M,45088,1986-12-27,d006
58837,Bowen,Waleschkowski,F,40000,1986-06-01,d004
58860,Xudong,Lindenbaum,M,40000,1995-05-30,d006
58862,Alagu,Cannata,M,40000,1993-08-20,d008
58864,Tonia,Plumb,M,40000,1991-03-08,d004
58869,Nahid,Eugenio,M,40000,1994-06-17,d005
58876,Zhenbing,Chinen,M,50532,1999-05-02,d001
58879,Cathie,Ushiama,M,73255,1993-12-13,d004
58891,Make,Munawer,F,68094,1990-08-22,d007
59029,Krassimir,Cmelik,F,48042,1989-11-12,d002
59032,Uinam,Pusterhofer,M,58764,1993-10-20,d005
59043,Berry,Preusig,M,40000,1999-04-29,d009
59047,Jiong,Botman,F,55318,1986-04-03,d005
58892,Masami,Cyne,M,62673,1991-04-15,d001
58897,Kirk,Suermann,F,57670,1990-12-09,d001
59060,Pohua,Jakobus,F,40000,1987-01-15,d009
59061,Shalesh,Lyonns,F,43210,1991-06-26,d003
58901,Sreenivas,Potthoff,M,74581,1996-04-28,d004
59066,Abdulla,Mitina,M,103196,2000-07-12,d007
59068,Weiyi,Erva,F,55952,1997-04-13,d004
59072,Sadok,Sigstam,M,40000,1994-10-24,d004
58904,Moti,Validov,M,82108,1999-04-05,d007
59073,Roded,Zockler,M,40000,1992-09-20,d002
59078,Licheng,Larfeldt,M,52687,1989-12-01,d005
58909,Halsur,Serov,F,40000,1998-12-17,d009
59087,Shakhar,Erdmenger,F,69570,1997-07-10,d007
59089,Ramya,Zirintsis,M,65044,1998-06-23,d005
58913,Shahaf,Slaats,M,49185,1999-05-05,d005
59090,Yuguang,Frezza,M,76790,1990-06-12,d001
59093,Sanjoy,Impagliazzo,F,40000,1996-12-30,d009
59094,Adin,McDermid,M,75660,1987-01-03,d005
59096,Alexius,Leivant,F,66885,1999-12-23,d007
58914,Aemilian,Passino,F,51215,2000-08-06,d004
59099,Howell,Shimshoni,M,45518,1998-02-21,d004
58932,Horward,Seuren,M,98125,1990-03-07,d007
59107,Anneke,Constantine,M,40000,1986-04-03,d006
59109,Tesuya,Morrey,F,43715,1989-11-24,d004
59113,Lillian,Debuse,F,75391,1989-12-18,d001
59114,Xumin,Vieri,M,68424,1999-04-01,d007
59118,Margo,Back,M,53075,1997-09-25,d001
59121,Quingbo,Trumbly,F,42686,1986-12-09,d009
58934,Bouchung,Hardjono,F,40000,1989-01-31,d006
59123,Margareta,Magalhaes,M,79438,1986-10-19,d008
59125,Hyuckchul,Menhardt,F,43398,1997-06-06,d005
58943,Alejandra,Luks,F,40000,1991-10-16,d002
59128,Jianwen,Lorho,M,40000,1989-03-21,d006
59130,Mingsen,Baja,F,41843,1992-10-24,d004
59134,Atreyi,Salvesen,M,59815,2000-04-12,d005
59142,Murthy,Haraldson,M,40000,1990-11-19,d004
58949,Sanjai,Billingsley,F,40000,1996-11-24,d004
59143,Taegyun,Demir,F,40000,1992-07-13,d001
59145,Tzu,Birch,M,40078,1995-01-13,d005
58950,Remzi,Bernardeschi,M,45096,1993-02-24,d005
59155,Larisa,Crooks,F,40000,1999-01-29,d005
58957,Feiyu,Luft,M,41351,1995-07-19,d008
59161,Martijn,Goodrum,F,40000,1994-10-27,d005
59166,Charlene,Bernardinello,M,50701,1989-12-06,d005
58959,Younwoo,Gecseg,F,78003,1991-06-28,d007
58970,Yongmin,Waterhouse,M,45083,1995-02-16,d005
59176,Teiji,Suessmith,F,75778,1989-01-08,d007
59183,Kotesh,Cronau,M,56473,1991-09-12,d005
59192,Luisa,Schusler,F,58121,1993-07-19,d004
58973,Marke,Decleir,F,46298,1988-04-01,d005
59197,Wilmer,Granlund,M,50992,1996-06-09,d005
58974,Wonhee,Ravishankar,F,47468,1991-05-15,d002
59203,Youngkon,Bernini,F,40000,1996-08-06,d004
58981,Kazuhiko,Kushner,F,81795,1992-05-17,d007
59206,Shan,Wroclawski,M,40313,1992-04-17,d009
59210,Florian,Carrera,M,67167,1988-12-27,d004
58991,Annemarie,Schaap,M,94957,1999-04-14,d002
58996,Sven,Dengi,F,40000,1987-10-30,d005
59000,Yuriy,Barvinok,M,73893,1993-10-17,d007
59002,Alselm,Maraist,M,40000,1990-09-14,d004
59211,Lenore,Businaro,M,58072,1999-06-09,d004
59212,Koldo,Jeong,M,56722,1987-04-21,d007
59219,Shounak,Peroz,M,59166,1996-02-18,d004
59224,Bartek,Rusterholz,M,48941,1998-03-06,d004
59227,Adly,Ruemmler,M,66446,1987-10-29,d008
59230,Oscar,Krichel,M,43148,1988-10-17,d008
59236,Siamak,Yurek,F,40000,1989-12-18,d004
59237,Gen,Lundstrom,M,49993,1997-02-09,d009
59238,Moni,Braunschweig,F,69596,2000-08-03,d007
59242,Fun,Peak,M,65859,1997-05-19,d007
59245,Nahla,Greibach,F,44163,1999-05-13,d003
59248,Zhanqiu,Krzyzanowski,F,55638,1996-05-21,d006
59250,Toong,Arlazarov,M,49242,1996-10-27,d005
59256,Tsvetan,Emiris,M,40000,1994-02-01,d005
59268,Berry,Besancenot,F,40000,1998-01-01,d009
59279,Genevieve,Jeong,M,104170,1998-12-22,d001
59283,Stevo,Bisiani,F,40000,1988-06-21,d005
59289,Yucel,Sridhar,M,87827,1998-02-24,d007
59294,Shietung,Mitchem,F,43544,1999-10-02,d004
59295,Subbu,Ducloy,F,40603,1986-08-08,d007
59299,Toney,Isaak,F,40000,1999-06-17,d004
59309,Dannz,Sury,M,65997,1993-05-26,d007
59311,Renee,Shiratori,F,72140,1999-05-07,d004
59312,Divier,Verhoeff,F,40000,1996-01-13,d003
59313,Jacqueline,Bisiani,F,58876,1990-06-27,d005
59315,Tadanori,Schahn,F,71538,1992-01-11,d001
59317,Shirish,Taneja,F,90065,1995-09-10,d007
59319,Sarita,Gils,M,45734,1999-07-24,d002
59322,Beshir,Cools,F,61113,1990-12-30,d005
59323,Hein,Marciano,M,40000,1989-02-22,d004
59331,Izaskun,Broder,M,50825,1997-02-23,d005
59333,Fay,Ratnaker,M,50049,1992-05-25,d007
59342,Babette,Colorni,F,49798,1988-12-09,d007
59346,Armond,Monkewich,M,59201,2000-02-26,d009
59348,Jackson,Heemskerk,F,40000,1988-07-06,d004
59349,Martijn,Bail,M,64410,1989-01-02,d005
59005,Juyoung,Conde,F,40000,2000-06-01,d002
59351,Yannik,Ghemri,M,55805,1996-12-06,d005
59355,Shigeaki,Kinley,M,43884,1994-10-25,d005
59356,Lorien,Belinskaya,F,46537,2000-02-17,d005
59007,Patricio,Hiltgen,M,43450,1992-11-08,d006
59358,Arvind,Passino,M,69722,1994-04-26,d004
59011,Jouni,Flowers,M,40000,1990-11-24,d005
